file_name,program_name,start_time,end_time,transcription,start_time_ms,end_time_ms,avg_confidence
73225.wav,أكبر تحدي يواجه أمريكا.mp3,266.06,281.09,مثل ما أشوف أن دول الخليج العربية حريصة على أن علاقاتها مع الصين تكون قوية، وهذا يمثل تحدي كبير لأمريكا وأهداف استراتيجيتها الجديدة ، رغم إن أمريكا ركزت على المنافسة مع الدول العظمى خصوصًا الصين إلا أن في فرص للتعاون بين البلدين، فم ستشار الأمن القومي جيك سوليفان,266060,281090,0.91
73226.wav,أكبر تحدي يواجه أمريكا.mp3,281.09,296.06,طلع وقال: إن أمريكا ما تسعى لمواجهة أو حرب باردة جديدة . وفعلًا ذا الشيء أكدت عليه الاستراتيجية الجديدة اللي قالت إن الصين لها دور مركزي في الاقتصاد العالمي، والتعاون معها مهم للمساعدة في مواجهة قضايا دولية زي «تغير المناخ» وعشان كذا أمريكا يهمها أنها تتعايش مع,281090,296060,0.97
73228.wav,أكبر تحدي يواجه أمريكا.mp3,305.99,316.59,هالأسبوع أعلنت السعودية عن تخصيص مساعدات إنسانية لأوكرانيا بقيمة 400مليون دولار ، وأكدت أنها مستمرة في تقديم جهود الوساطة للوصول لحل يساعد في إنهاء الحرب الروسية,305990,316590,0.99
73230.wav,أكبر تحدي يواجه أمريكا.mp3,327.27,337.74,بموقف السعودية من التصويت الأخير في الأمم المتحدة، والمتعلق بإدانة ضم روسيا أراضي أوكرانية بشكل غير قانوني . مكالمة الرئيس الأوكراني مع ولي العهد اعتبرها البعض رد على,327270,337740,0.99
73231.wav,أكبر تحدي يواجه أمريكا.mp3,337.74,348.54,الاتهامات الأمريكية بانحياز السعودية في جانب روسيا بعد قرار « أوبك بلس» وتأكيد على أن الأوكرانيين ينظرون للسعودية كطرف مهم في دعم الجانب الإنساني والسياسي . هالشيء,337740,348540,0.91
73232.wav,أكبر تحدي يواجه أمريكا.mp3,348.54,359.46,يطرح تساؤلات عن طبيعة العلاقة السعودية مع أوكرانيا وروسيا ، وعن قدرة السعودية على تقديم نفسها كوسيط موثوق في الحرب . من الواضح أن المساعدات السعودية لأوكرانيا هالأسبوع ما هي الأولى ،,348540,359460,0.91
73233.wav,أكبر تحدي يواجه أمريكا.mp3,359.7,372.06,لكنها الأكبر من بداية الحرب، أول مساعدات سعودية لأوكرانيا من بعد الحرب كانت في أبريل الماضي ، وجاء بعدها مساعدات إضافية قيمتها 10مليون دولار في أغسطس، 2022 وركزت,359700,372060,0.99
73235.wav,أكبر تحدي يواجه أمريكا.mp3,382.8,393.75,الحالية مهمة للغاية ، خصوصًا مع اقتراب فصل الشتاء . في المقابل حط الدعم السعودي الأخير لأوكرانيا الإدارة الأمريكية في موقف محرج ، خصوصًا بعد اتهامها للسعودية بالانحياز,382800,393750,0.99
73236.wav,أكبر تحدي يواجه أمريكا.mp3,393.75,404.82,لروسيا . في الوقت نفسه طلع زيلينسكي في تويتر يشكر السعودية على دعمها لأوكرانيا ، وه الشي يعكس قدرة السعودية أنها تحافظ على علاقاتها مع أوكرانيا وروسيا رغم الحرب ، وأيضًا,393750,404820,0.99
73237.wav,أكبر تحدي يواجه أمريكا.mp3,404.82,415.44,قدرتها على لعب دور الوسيط في هذي الأزمة . لكن وش يخلي السعودية تقدر تحافظ على علاقاتها المتوازنة مع روسيا وأوكرانيا ؟ خصوصًا في ه الوقت الحرج . حتى نفهم هالشيء خلنا,404820,415440,0.93
73238.wav,أكبر تحدي يواجه أمريكا.mp3,415.44,426.18,نرجع لتاريخ العلاقات السعودية الأوكرانية ، طبعًا العلاقات السعودية الأوكرانية بدأت رسميًا في عام 1996 ، لكن جذورها ترجع ل عام 1992 لما اعترفت,415440,426180,0.98
73240.wav,أكبر تحدي يواجه أمريكا.mp3,437.1,447.72,ساعد في زيادة التوافق بين الدولتين . واليوم السعودية تعتبر من أهم شركاء أوكرانيا الاقتصاديين في الشرق الأوسط ، حتى إن التبادل التجاري بين البلدين وصل حوالي مليار,437100,447720,0.99
73241.wav,أكبر تحدي يواجه أمريكا.mp3,447.72,458.49,دولار سنويًا ، ه التعاون بين البلدين نتائجه انعكست على أحداث سياسية مثل موقف السعودية من أزمة شبه جزيرة القرم الأوكرانية في 2014، لما ضمت روسيا,447720,458490,0.99
73243.wav,أكبر تحدي يواجه أمريكا.mp3,469.32,480.48,الأسبوع الماضي، لما صوتت السعودية لصالح قرار بالأمم المتحدة يدين ضم روسيا غير القانوني لمناطق أوكرانية ، وهو الموقف اللي ثَمنَه الرئيس الأوكراني مثل ما ذكرنا في بداية الخبر . هذي,469320,480480,0.99
73244.wav,أكبر تحدي يواجه أمريكا.mp3,480.48,491.43,الأحداث تعكس أن دعم السعودية لأوكرانيا ما هو جديد ، وتؤكد من جهة ثانية عدم صحة الاتهامات الأمريكية بأن السعودية منحازة لطرف على آخر في الحرب الأوكرانية الروسية ، وهو الشيء اللي,480480,491430,0.99
73247.wav,أكبر تحدي يواجه أمريكا.mp3,513.03,524.1,الروسية لفترة الاتحاد السوفيتي ، لما اعترف الاتحاد السوفيتي بالدولة السعودية تحت حكم الملك عبد العزيز ، لكن العلاقات الروسية السعودية شهدت تذبذب في فترة الحرب الباردة ، وظلت,513030,524100,0.96
73248.wav,أكبر تحدي يواجه أمريكا.mp3,524.1,535.05,بدون أيّ تحسن خصوصًا بعد انهيار الاتحاد السوفيتي عام 1991 . ولما تولى بوتين السلطة في روسيا عام 2000 كان هدفه أنه يجعل روسيا وسيط في الشرق الأوسط ، و ركز على,524100,535050,0.99
73249.wav,أكبر تحدي يواجه أمريكا.mp3,535.05,545.61,بناء علاقات قوية مع السعودية وأصبح أول رئيس روسي يزور الرياض في عام 2007 . العلاقات انتعشت مرة ثانية في 2015 لما زار الأمير محمد بن سلمان روسيا ،,535050,545610,0.99
73250.wav,أكبر تحدي يواجه أمريكا.mp3,546.12,557.31,وقتها أعلنت السعودية وروسيا فتح صفحة جديدة في العلاقات ، ووقعت السعودية مع روسيا عدد من الإتفاقيات في مجالات من بينها الطاقة النووية . وفي 5 أكتوبر، 2017,546120,557310,0.98
73251.wav,أكبر تحدي يواجه أمريكا.mp3,557.34,567.81,أصبح الملك سلمان أول ملك سعودي يزور موسكو ، وقتها أشاد الرئيس الروسي فلاديمير بوتين بالزيارة واعتبرها حدث تاريخي ، أما الأمير محمد بن سلمان فوصف,557340,567810,0.99
73253.wav,أكبر تحدي يواجه أمريكا.mp3,578.52,589.35,الماضي انقسم العالم لطرفين ، ورفضت السعودية الانحياز لأي طرف والتزمت بموقفها المؤيد لحل سلمي للأزمة . هالشيء ساعد أن السعودية تلعب دور الوساطة في وقت,578520,589350,0.99
73254.wav,أكبر تحدي يواجه أمريكا.mp3,589.35,600.24,لاحق من الحرب ، وفعلًا قدمت السعودية مبادرة للوساطة عن طريق ولي العهد الأمير محمد بن سلمان اللي تواصل مباشرة مع بوتين و زيلينسكي، ورغم إن توقف الحرب كان مُستبعد,589350,600240,0.99
73255.wav,أكبر تحدي يواجه أمريكا.mp3,600.24,610.92,بين الأطراف إلا أن السعودية نجحت في إنها تقود مبادرة للإفراج عن أسرى حرب في روسيا وأوكرانيا ، ورحبت الدول الغربية بالمبادرة السعودية ووصفتها بالخطوة الإنسانية المهمة .,600240,610920,0.99
73256.wav,أكبر تحدي يواجه أمريكا.mp3,611.61,622.5,رغم إن الحرب الروسية الأوكرانية تصاعدت وتيرتها في الأسابيع الأخيرة ، خصوصًا بعد استهداف جسر القرم وخسارة روسيا لمزيد من المناطق اللي احتلتها في شرق أوكرانيا ، إلا أن السعودية لا,611610,622500,0.97
73259.wav,عجز مائي يهدد الملايين في العراق.mp3,6.59,12.89,قاعد يمشي وحاط سماعته ومنزل رأسه يناظر نتفليكس فأحس,6590,12890,0.99
73260.wav,عجز مائي يهدد الملايين في العراق.mp3,12.89,18.62,أنه فقد ثمانين بالمئة من الفائدة من المشي يعني مرة كان,12890,18620,0.97
73261.wav,عجز مائي يهدد الملايين في العراق.mp3,18.62,24.77,منظر يقهر أن المفروض الواحد لما يمشي عشان يصفي أفكاره,18620,24770,0.98
73262.wav,عجز مائي يهدد الملايين في العراق.mp3,24.83,28.16,يعني يفكر صح يطلع بأفكار رهيبة,24830,28160,0.99
73263.wav,عجز مائي يهدد الملايين في العراق.mp3,29.18,34.44,تعر فين الإصناف اللي يقعد يمشي ويتكلم بأعلى صوت عنده هذا صنف آخر أظن,29180,34440,0.96
73264.wav,عجز مائي يهدد الملايين في العراق.mp3,40.76,47.33,هذا بودكاست الفجر من ثمانية، بودكاست فجر كل يوم نسرد لكم سياق الأخبار اللي تهمكم، معكم أنا ميسم المنيع,40760,47330,0.99
73266.wav,عجز مائي يهدد الملايين في العراق.mp3,53.1,56.4,اليوم عن أنهار العراق المهددة بالجفاف كليًا خلال عشرين سنة,53100,56400,0.99
73267.wav,عجز مائي يهدد الملايين في العراق.mp3,78.32,84.19,هذا هو حال نهر دجلة والفرات اللي يعتبران من أطول أنهار في غرب آسيا ، ويشكلان مصدر مهم من حياة الملايين,78320,84190,0.99
73268.wav,عجز مائي يهدد الملايين في العراق.mp3,84.2,89.99,العراقية، فبحسب التقارير دخل نهر دجلة مرحلة الإحتضار إبتداءًا من هذه السنة، و السلطات العراقية,84200,89990,0.99
73270.wav,عجز مائي يهدد الملايين في العراق.mp3,95.96,101.75,مليون نسمة يواجه اليوم أزمة جفاف غير مسبوقة بسبب تراجع حصته من مياه الأنهار، ومع أنها ليست المرة,95960,101750,0.99
73271.wav,عجز مائي يهدد الملايين في العراق.mp3,101.75,107.99,الأولى اللي تراجع فيها مستوى المياه في دجلة والفرات ، إلا أن الجفاف اللي يشهده العراق هذه السنة هو الأسوء من أكثر من تسعين عام ، وقبل,101750,107990,0.88
73272.wav,عجز مائي يهدد الملايين في العراق.mp3,107.99,114.68,ما ندخل في تفاصيل الأسباب اللي وراء هذا الجفاف التاريخي بنتكلم عن قصة النهرين ، وكيف أصبحوا مهددين بالإختفاء، نهري,107990,114680,0.99
73274.wav,عجز مائي يهدد الملايين في العراق.mp3,120.44,126.17,كبير في تزويد المدن العراقية بالمياه العذبة ، ويتفرع منهم الكثير من القنوات المائية اللي من أشهرها شط الحي وشط,120440,126170,0.99
73275.wav,عجز مائي يهدد الملايين في العراق.mp3,126.17,131.84,الميمونة وشط العرب، ويخدم النهرين عمومًا أكثر من اثني عشر مليون شخص في سوريا والعراق اللي مناخهم شبه صحراوي,126170,131840,0.98
73278.wav,عجز مائي يهدد الملايين في العراق.mp3,149.45,159.29,للعراقيين، لكن البنك الدولي حذر مؤخرًا أن الموارد المائية في هذا البلد متجهة للإنخفاض ونسبة إنخفاض المياه في العراق يمكن أن تصل 20% بحلول 2050 ، وهذا الإنخفاض له عدة,149450,159290,0.99
73280.wav,عجز مائي يهدد الملايين في العراق.mp3,169.04,178.73,سدين هم أتاتورك على الفرات و إليسو على دجلة عشان تستفيد منهم في توليد الطاقة ، وهذا الشيء عجل من إنخفاض المياه العراقية بشكل كبير فمستوى المياه انخفض في الأنهار الرئيسية في,169040,178730,0.96
73283.wav,عجز مائي يهدد الملايين في العراق.mp3,198.23,206.42,التركية لذلك يعتبر العراقيون السدود التركية والإيرانية من أخطر المشاريع على حصتها المائية لأنها تحرم العراق من القسم الأكبر من ثروته المائية,198230,206420,1.0
73284.wav,عجز مائي يهدد الملايين في العراق.mp3,206.78,217.76,والنتيجة أن التصحر زاد بنسبة 69% في الأراضي الزراعية في العراق، لكن هذه ليست الأسباب الوحيدة لانخفاض المياه في العراق فالتغير المناخي يلعب دور أيضًا في هذه الأزمة فالعراق اليوم يعتبر واحد,206780,217760,0.96
73285.wav,عجز مائي يهدد الملايين في العراق.mp3,217.76,228.56,من أكثر خمسة بلدان تأثرًا بالتغيرات المناخية ، وذلك بسبب الجفاف و إنخفاض نسبة الأمطار و إرتفاع درجات الحرارة و عشان كذا حذرت الأمم المتحدة أن ندرة المياه ستكون سبب للهجرة من الأرياف إلى,217760,228560,0.96
73286.wav,عجز مائي يهدد الملايين في العراق.mp3,228.56,232.85,المدن العراقية ، وبسببها نزح حتى الآن أكثر من 3300 أسرة في آخر شهرين,228560,232850,1.0
73291.wav,عجز مائي يهدد الملايين في العراق.mp3,279.34,288.07,التأثيرات المناخية وسوء الإدارة في أزمة المياه في العراق ، فلا تزال الحلول السياسية هي اللي تلعب الدور المهم في هذه الأزمة فالعراق حاول من خلال الدبلوماسية و الحوار إقناع تركيا,279340,288070,0.99
73292.wav,عجز مائي يهدد الملايين في العراق.mp3,288.07,297.04,وإيران بضرورة مراعاة حصة العراق في المياه و رغم اعتراض العراق ، تبر ر تركيا بأن مشاريع سدودها قديمة ونفذت بالتشاور مع دول الجوار وبعض التقارير تصف السدود بأنها,288070,297040,0.93
73293.wav,عجز مائي يهدد الملايين في العراق.mp3,297.04,303.58,وسائل ضغط سياسية تمارس الدولتين ضد بغداد ، بالإضافة لأن بعض القيادات التركية تنكر الصفة الدولية على نهري دجلة والفرات,297040,303580,0.99
73294.wav,عجز مائي يهدد الملايين في العراق.mp3,304.0,307.69,ورغم كل هذه التجاذبات السياسية ، لا يزال مستقبل الأمن المائي في العراق,304000,307690,0.99
73296.wav,عجز مائي يهدد الملايين في العراق.mp3,311.47,315.07,تدهور الأوضاع وضياع الأراضي الزراعية الخصبة ، كما أنها,311470,315070,1.0
73298.wav,عجز مائي يهدد الملايين في العراق.mp3,318.91,322.63,المياه راح تزيد مع تدهور الجوانب البيئية والإجتماعية والإقتصادية في العراق,318910,322630,1.0
73299.wav,عجز مائي يهدد الملايين في العراق.mp3,322.87,326.59,وبعضهم يلوم الحكومة العراقية على إهمال حقوقها المائية لسنوات ، خصوصًا أن,322870,326590,0.99
73301.wav,عجز مائي يهدد الملايين في العراق.mp3,330.43,334.24,الوضع مثلما هو عليه الآن سيشهد العراق عجز كبير في المياه بحلول,330430,334240,0.99
73302.wav,عجز مائي يهدد الملايين في العراق.mp3,345.28,349.27,الخبر الأول شركة شاندرا داكي في دبي تقدم حل جديد ومختلف,345280,349270,0.83
73305.wav,عجز مائي يهدد الملايين في العراق.mp3,357.13,360.94,الإنزلاق ، وفي الخبر الثاني بعد إستحواذ إيلون ماسك على,357130,360940,1.0
73307.wav,عجز مائي يهدد الملايين في العراق.mp3,364.63,368.53,المنصة اللي تأسست في 2016 وجذبت عدد كبير من المستخدمين,364630,368530,0.99
73308.wav,عجز مائي يهدد الملايين في العراق.mp3,368.53,372.46,غير الراضين عن سياسات تويتر الجديدة والمتوقعة بعد إستحواذ إ,368530,372460,0.87
73309.wav,عجز مائي يهدد الملايين في العراق.mp3,372.49,376.21,ليون ماسك على تويتر ، وفي الخبر الثالث تصنيف جديد للتايمز يحصي,372490,376210,0.95
73311.wav,عجز مائي يهدد الملايين في العراق.mp3,388.87,393.79,أنتج هذه الحلقة تركي البلوشي و عمر العمران أشرفت عليها سحر سليمان وقدمتها أنا ثمود بن محفوظ,388870,393790,0.99
73312.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,13.18,21.0,أهلًا، أنا عبيد الله العيسي، وهذه حلقة جديدة من بودكاست مرتدة الذي يأتيكم من ثمانية. هذه حلقة مختلفة عن معظم,13180,21000,0.97
73313.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,21.0,28.84,حلقات الموسم، كونها تنقسم إلى نصفين: النصف الأول منها تكلمنا فيها عن مباراة الهلال والعين في نصف نهائي دوري,21000,28840,0.96
73314.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,28.84,36.8,أبطال آسيا، وخسارة الهلال بالأربعة، والمباراة التي كانت غاية في السوق بالنسبة للهلال. عن المهاجم اللي ما واجه,28840,36800,0.95
73315.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,37.12,44.76,الهلال مثيل طيلة الموسم، ولا يتوفر أي مهاجم قريب من خصائصه عند كل الأندية الموجودة في,37120,44760,0.97
73318.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,60.6,68.6,الحلقة تكلمنا فيه مع «فيصل الرقيبة» وهو صحفي ومهتم ومتخصص جدَّا ب جوانب الاستشفاء والإصابات,60600,68600,0.98
73320.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,77.52,86.02,تحدثنا معه عن الاستشفاء، عن المعسكرات، عن سر مالكوم والإيجابية اللي نشرها عند كل اللاعبين البرازيليين الموجودين,77520,86020,0.95
73321.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,86.26,94.28,في نادي الهلال، عن ميركاتو الأجهزة الطبية، وأفضل المدربين على مستوى الاستشفاء والتأهيل,86260,94280,0.96
73322.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,94.64,102.62,البدني. مين الأندية اللي جابت أفضل المتخصصين؟ و مين الأندية اللي ما وفّقت في ذلك؟ تكلمنا معاه عن معسكر نادي الاتحاد، الفرق ما,94640,102620,0.99
73324.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,110.32,118.32,فيها الكثير من المعلومات، اللي أنا على المستوى الشخصي معظمها فاجأني ولأول مرة أنا كنت أدري عنه. أعتقد أنها,110320,118320,0.98
73325.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,118.32,126.14,حلقة مثرية، هي امتداد لحلقة سابقة عملناها مع «ثامر الشهراني» كان يتكلم فيها بشكل كبير جدَّا عن التأهيل، عن,118320,126140,0.99
73326.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,126.14,134.02,الإصابات، عن نوعية التعافي والتشافي اللي يصير للاعبين كرة القدم من أجل أن يعودون ما بعد الإصابات.,126140,134020,0.96
73327.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,134.26,141.96,حلقة ثرية، أعتقد أن اللي يسمعها بيخرج منها بكثير من الفوائد. سعدت فيها بمحاورة فيصل، و طبعًا,134260,141960,0.99
73328.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,142.06,149.86,الشريك المعتاد بندر المشرافي. أما الآن نترككم مع الحلقة. فيصل الرقيبة حيّاك الله معنا، أ نا سعيد,142060,149860,0.96
73329.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,149.86,157.62,ل وجودك اليوم معنا في مرتدة، وسعيد أنه على الطاولة. أتوقّع أنها أ ول مرة يا أبو عالية، لا، لما كان معنا «ثامر,149860,157620,0.99
73333.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,192.26,198.2,هم دائمًا يقولون أن المهندسين وهذول هم أ شطر ناس الكرة، لكن لعلّنا بنغيّر ال قاعدة. أشعة طبية.,192260,198200,0.99
73334.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,202.1,210.04,تمام نحط طب طوارئ، وصحة فم وأسنان. حيّاك الله فيصل. وأنا أسولف معاك قبل الحلقة ممكن سألتك، قلت لك كم عمرك؟ فتفاجأت أنك أنت ما شاء الله,202100,210040,0.99
73335.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,210.04,217.64,عليك مواليد 2001، لكن ما شاء الله قطعت شوط طويل جدَّا في المجال الإعلامي، ممكن لك أربع أو خمس,210040,217640,0.98
73336.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,217.64,225.24,سنوات. ودخلت فيه كإعلامي، كصحفي، لكن عادةً الناس تروح باتجاه اخبار، باتجاه تغطية,217640,225240,0.99
73339.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,241.4,248.98,خلال أنك حصلت أيضًا على دبلوم أعتقد في إصابات اللاعبين. من وين جاك الشغف؟ وكيف حبّيت أنك تدخل في هذا,241400,248980,0.97
73340.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,249.86,259.66,سبحان الله هي عن طريق الصدفة، بدايةً صدفة حاولت، ودخلت في هذا المجال. التركيز على الإصابات والمعسكرات بالتأثير اللي شفته في مدريد، بحكم إنك مدريدي.,249860,259660,0.95
73343.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,274.76,278.92,اللي يجبونه المدربين، ومدى التأثير، فما فيه.,274760,278920,0.99
73345.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,294.96,302.0,أقارن، أقدر أشوف فرق؛ أفكار المدرب هذا وأفكار المدرب هذا. فهذا الشيء ساعدني بشكل كبير، خلّاني أشوف من زاوية خاصة فيني.,294960,302000,0.94
73346.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,302.0,305.58,تحضر تمارين يا فيصل؟ يعني ت شوفها في أرض الواقع؟ تشوف هذا الشيء؟,302000,305580,0.96
73347.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,308.54,312.26,أيوة صديق جيسوس ومقدّم له هدية، هو ويّاه صايرين ربع.,308540,312260,0.96
73348.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,316.5,319.62,لا صدق، خلّيك من جيسوس، حتى في الأندية الثانية، مو فقط الهلال.,316500,319620,0.97
73352.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,343.14,352.0,أنت مختص في النادي الفلاني؟ لأن هذا شيء متعب. لازم بيانات واضحة أو مقاطع في اليوتيوب، عشان أعرف أفكار المدربين، وهل سوّوا في تجربته,343140,352000,0.96
73353.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,352.04,356.82,السابقة ولّا لا. فأنا أقارن هذه الأفكار، وأقارن كلام المدربين السابقين عنها.,352040,356820,0.95
73354.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,356.82,361.84,جميل. هي المادة الخام اللي الواحد يقدر يقيس عليها. بنتكلم عن كل التفاصيل اللي لها علاقة باللاعبين والإصابات والاستشفاء، لكن,356820,361840,0.97
73356.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,368.72,373.74,الذهاب. المباراة اللي توقفت فيها سلسة انتصاراته عند أربعة وثلاثين انتصار، واللي,368720,373740,0.99
73357.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,373.74,378.7,خلّيني أقول وبدون أن ألطّف العبارة، الهلال صُعِق في,373740,378700,0.96
73358.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,378.7,383.6,هذه المباراة، أنه لقى نفسه في مواقف من بداية الموسم ما ع مره لقى نفسه فيها،,378700,383600,0.97
73359.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,383.6,388.58,لقى نفسه في حالة شك كبيرة جدَّا، وبعد ذلك حاول أن يتدارك الأمور من,383600,388580,0.96
73360.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,388.58,393.84,خلال المباراة. يمكن السؤال يا أبو عالية اللي بيسأله المشجّع الهلالي: انتهت,388580,393840,0.99
73361.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,395.38,409.34,لا، أكيد باقي. ن تكلم عن ممكن الشوط الأول يا أبو علي لما كانت النتيجة 3-0 اللحظة اللي شعر فيها اللاعبين بالصدمة، كان هذا الشعور اللي ممكن الهلالي ما شعر فيه هذا الموسم إلا مرة وحدة، اللي,395380,409340,0.99
73362.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,409.34,424.02,هي مباراة الكلاسيكو اللي كانت في ملعب «الجوهرة» واللي انتهت 4-3 اللي قلبها الهلال من تأخّر إلى فوز. وما كانت مباراة مثالية للهلال في ذاك الوقت، كانت فترة شك في الأسلوب، على الطريقة، على أمور كثيرة تخص الهلال. ولكن,409340,424020,0.99
73363.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,424.12,438.0,هذيك المرة الوحيدة اللي الهلال دخل فيها في حالة شك أثناء المباراة، وصُعِق، أعجبني صراحة مصطلح صُعِق، لأن فعلًا اللاعبين في أرض الملعب، الجمهور اللي كان حاضر، اللي خلف الشاشات، الجميع صُعِق بالمستوى،,424120,438000,0.96
73365.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,452.22,466.08,لاعب من المنافس ي ستلم الكرة، عدم وجود حلول واضحة أثناء البناء، وصعّب العين عليه كثير عملية الضغط اللي كان يعملها، وتشبه ترى كثير الضغط اللي كان يسوّيه الاتحاد مع نونو سانتو في المباراة هذيك؛ ضغط في,452220,466080,0.98
73366.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,466.08,479.96,منتصف الملعب على اللاعب اللي لما يرفع رأسه ما يلقى أ حد جنبه يعطيه الباص. فكان كريس بو قرأ المباراة، درستها بعناية، وكنت تحتاج هذه المباراة اللي يدخلك فيها,466080,479960,0.97
73367.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,479.96,493.86,الشك، وأسلوبك مو قاعد يتنفّذ. لاعب مثل ميتروفيتش، مباراة الاتحاد سجّل لك من اللا فرصة هدف، وعاد الفريق. وهنا كان عندي تحدي كبير بالنسبة لجيسوس كيف يتعاطى وبيتعامل مع هذه المباراة بالنسبة,479960,493860,0.95
73370.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,524.02,537.94,المباراة. خلّيني أقول لك وحدة من أسوأ مباريات الهلال هذا الموسم، ولكن التعويض فيها م ا بقول أنه صعب، ولكن قادر الهلال بالمستوى اللي قدّمه الفترة الماضية أن يجيبه.,524020,537940,0.99
73372.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,595.58,598.58,لازم تسأل نفسك سؤال: لو كانت الكرة ذي,595580,598580,0.95
73373.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,601.4,604.64,هو 1-0 أو 2-0 هل كان بيدخل؟ هو,601400,604640,0.99
73376.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,634.54,637.72,يمهّد للهدف الأسهل والأسخف,634540,637720,0.97
73377.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,663.9,670.58,والزاوية مرة ضيّقة، ومحمد العويس واقف صح. ليش تروح باتجاه أنك تأخذ هذا القرار؟ كول يبالي لما يفرد رجله بالطريقة,663900,670580,0.98
73378.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,670.68,677.86,هذه. لما يقرّرون كل هؤلاء اللاعبين أنهم يرتكبون أخطاء مفصلية في مباراة من هذا النوع، كل,670680,677860,0.98
73379.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,677.86,684.9,واحد منهم خطأه ولّد الخطأ اللي بعده. اللي وصّل الهلال للحالة هذه، أن يرتكب هذا الكم المفجع,677860,684900,0.97
73380.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,685.24,691.96,من الأخطاء في مباراة وحدة، هو بكل بساطة أن الفريق طلع من جو المباراة، الفريق طلع من التركيز اللي,685240,691960,0.98
73381.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,691.96,698.8,هو كان موجود فيه. ويمكن تقيسها على أكثر من حالة كانت في المباراة، ا للي شاف المباراة بيتذكّر كذا مرة,691960,698800,0.99
73383.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,705.66,712.26,الحميد على نهاية شوط المباراة الأول وحدة من الكور السهلة اللي متعوّدين يلعبها عرضية من أجمل ما يكون،,705660,712260,0.99
73385.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,719.24,726.14,أيش اللي وصّله للحالة ذي؟ فعليًّا هو طلع من جو المباراة. اللي طلّعك من جو المباراة هو الخطأ الأول، وأنك ما تداركت,719240,726140,0.96
73387.wav,رباعية قاسية تنهي سلسلة انتصارات الهلال.mp3,733.44,740.58,ما عنده قائد يتكلم مع اللاعبين. نت ذكّر العام الماضي ريال مدريد لما لعب مع ليفربول، كيف,733440,740580,0.99
